5-hydroxytryptamin	or_5-ht
entführen	kidnap
enthaltsamkeit	abstinence
enthaltung	abstention/n/the_act_of_abstaining
entkokainisieren	decocainize
entlassen	release
entmineralisieren	demineralize
entmutigen	discourage/v/to_take_away_or_reduce_the_courage_of
entomologie	entomology/n/study_of_insects
entre_le_marteau_et_l'enclume	redirect_entre_le_marteau_et_l
entropie	entropy
entsagen	abjure
entscheidung	decision/n/choice_or_judgement
entschlüsseln	decrypt/v/to_convert_to_plain_text
entschuldigung	apology
entschuldigung	excuse_me/n/request_to_pass
entschuldigung	pardon
entsteiner	pitter/n/device
enttäuschend	disappoint
enttäuscht	disappoint/a/defeated_of_hope_or_expectation
entwarnung	all-clear/n/a_sign_or_signal_indicating_that_a_hindrance_or_danger_is_clear
entwerten	invalidate
epiglottis	epiglottis
epileptiker	epileptic/n/person_who_has_epilepsy
epirus	epirus/n/one_of_the_13_peripheries
erastes	erastes/n/the_older_partner_in_a_pederastic_relationship
erbarmen	compassion
erbschaftsteuer	inheritance_tax/n/tax_on_the_property_of_the_deceased
-er	-er/n/used_to_form_the_comparative_of_adverbs
erde	earth/n/one_of_the_four_basic_elements
erde	grind/n/electrical_conductor_connected_to_point_of_zero_potential
erdnatter	eastern_rat_snake
erdnuß	peanut
erdrauch	fumitory/n/plant
erdrutsch	landslide/n/natural_disaster
ereignishorizont	event_horizon/n/gravitational_sphere_within_which_light_cannot_escape
erfinder	inventor/n/inventor
erfolglos	luckless/a/unsuccessful_in_a_failing_manner
erfolgreich	successful/a/resulting_in_success
erforschen	explore/v/to_travel_somewhere_in_search_of_discovery
ergo	ergo
ergreifend	lachrymose/a/tearful
erhitzen	warm
er_ist_bewusstlos	he_unconscious/n/he's_unconscious
erkennen	know/v/have_sexual_relations_with
erklingen	sound
erkraftung	enlightenment
erkundigen	inquire
erlaß	writ/n/a_written_order
erlaubnis	allowance/n/the_act_of_allowing,_granting,_conceding,_or_admitting
erleichtern	lighten/v/to_alleviate
erobern	conquer
eröffnen	open/v/to_start_(a_campaign)
erogen	erogenous/a/sensitive_to_sexual_arousal
erpresser	blackmailer
ertragen	bear
eruption	eruption
erwachsen	spring_from
erwachsenenalter	adulthood
erwähnung	mention
erz-	arch-/n/chief,_highest,_most_extreme
erz	ore/n/rock_that_contains_materials_that_can_be_economically_extracted_and_processed
erzwingen	force
erzwingen	force/v/cause_to_occur,_overcoming_resistance
esel	donkey/n/a_fool
esel	donkey/n/a_stubborn_person
esel	jackass/n/male_donkey
es_gibt	there_be
es_lebe	long_live
esparsette	sainfoin/n/perennial_herbs
esse	chimney-hood_over_stove
essen_auf_rädern	meal_on_wheel/n/food_delivered_to_the_homes_of_those_unable_to_cook_for_themselves
es_spielt_keine_rolle	it_doe_not_matter/n/it_doesn't_matter
essstäbchen	chopstick/n/single_eating_utensil
este	estonian/n/person
este	estonian
es_war_einmal	once_upon_time/r/traditional_beginning_of_children's_stories,_especially_fairy_tales
etage	floor/n/part_of_the_house_assigned_to_the_members_of_a_legislative_assembly
etappe	leg/n/stage_of_journey
ethin	acetylene
ethnologie	ethnology/n/branch_of_anthropology
ethnologie	ethnology
etter	central_area_of_locality
etwa	really
etymologie	etymology
eucharistie	eucharist/n/sacrament
euro	euro
europa	moon_of_jupiter
europäerin	european
europide	caucasian/n/member_of_caucasian_race
europium	europium/n/chemical_element
eurovision	eurovision/n/television_network
evakuieren	evacuate/v/to_move_out_of_an_unsafe_location_into_safety
exegese	exegesis
exhibitionist	exhibitionist
existent	extant/a/extant
existieren	exist
exklusiv	exclusive
experiment	experiment/n/test_under_controlled_conditions
explizieren	explicate/v/explain_meticulously
explodieren	blow_up/v/to_explode_(intransitive)
exportieren	export
extrahieren	extract
extremist	extremist
fabrik	plant/n/factory_or_industrial_facility
facharzt	medical_specialist
fade	fade
faden	fathom
fahnenflüchtig	in_state_of_be_deserter
fähre	ferry/n/boat
fahren	travel
fahrer	driver/n/person_who_drives_some_other_vehicle
fahrtüchtig	roadworthy/a/able_to_be_driven
fair	fair/a/just,_equitable
fair	just
fakir	fakir
fakt	fact/n/something_which_has_become_real
fakt	fact
falk	surname
falkner	falconer/n/one_who_follows_the_sport_of_fowling_with_hawks
fall	drop
falle	trap/n/device_designed_to_catch_or_kill_animals
fällig	due/a/of_a_payment,_to_be_made_by_the_stated_time
fallout	fallout
faltblatt	leaflet/n/small_piece_of_paper_with_information
falte	fold
falz	fold
fanatismus	fanaticism
fan	fan/n/admirer
fantasie	fantasy
farbfernseher	colour_television/n/a_colour_television_set
faro	faro
faschiertes	mince_meat
faul	rotten/a/decayed,_gone_bad
favorit	favorite
fax	fax
fdp	freie_demokratische_partei
federwerk	clockwork
fehler	flaw/n/crack_or_breach
fehlfunktion	malfunction
fehlschlag	failure
feige	cowardly/a/showing_cowardice
feinschmecker	gourmet/n/connoisseur
feinstrukturkonstante	fine-structure_constant
feld	field
feldwebel	sergeant
fellatio	fellatio/n/oral_stimulation_of_penis
felsenpfeifer	rock_pipit/n/anthus_petrosus
felsensittich	burrow_parrot/n/a_south-american_conure
felsig	rocky/a/full_of_rocks
fenchel	fennel
fensterbank	windowsill
fenstersturz	defenestration/n/act_of_throwing_out_a_window
ferkel	young
fermium	fermium/n/chemical_element
fernsehen	television/n/program_broadcasting
fernwärme	teleheating
festival	festival/n/celebration
festlegen	determine
festnageln	nail/v/employ_a_nail_as_a_fastener
feststellen	determine
fetzen	lump
feudal	feudal
feuerwehrmann	firefighter/n/a_person_who_puts_out_fires
feuerwehrmann	firefighter
feuerwerk	pyrotechnic/n/a_display_of_fireworks
feuilleton	feuilleton/n/article_that_appears_in_a_feuilleton
fiaker	cabdriver_of_such_cab
fibel	primer/n/children's_reading_and_spelling_primer,_used_to_teach_the_alphabet
fichtenspinner	black_arch_moth
ficker	fucker
filmstar	movie_star/n/star_of_the_cinema
filzlaus	crab_louse/n/insect
fingerhut	digitalis
fingieren	feign
finsternis	darkness
firmware	firmware
firnis	varnish/n/anything_resembling_such_a_paint
fischadler	osprey/n/osprey
fische	fish
fischschwarm	shoal/n/group_of_fish
fit	trim/a/fit
fitt	redirect_fitta
fixstern	fix_star/n/distant_star
flamme	flame/n/visible_part_of_fire
flaschen	bottle
flaschenöffner	bottle_opener/n/device_to_open_bottle
flaschenzug	polyspast/n/machine_consisting_of_many_pulleys
flashback	flashback/n/a_vivid_mental_image_of_a_past_trauma,_especially_one_that_recurs
fleischfresser	carnivore
fleischsalat	meat_salad
fliegender_holländer	fly_dutchman/n/mythical_dutch-flagged_clipper
fliegerei	aviation
fliehen	flee_from
flitzer	streaker
flockig	flaky/a/consisting_of_flakes
flohmarkt	flea_market/n/an_outdoor_market_selling_inexpensive_antiques,_curios
floridaente	mottle_duck/n/anas_fulvigula
floridaente	mottle_duck
flüchtling	fugitive/n/a_person_who_is_fleeing_or_escaping_from_something
flugplatz	airfield/n/place_where_airplanes_can_take_off_and_land
flugsimulator	flight_simulator
flunder	flounder/n/a_variety_of_flatfish
flur	entry/n/room
fluse	fluff
flussabwärts	downstream
fluss	flow/n/the_movement_of_a_fluid
flut	flow/n/the_rising_movement_of_the_tide
fokussieren	focus
förderband	conveyor_belt
formalismus	formalism
format	format
förmlich	formal
forstwirtschaft	forestry/n/art_and_practice_of_planting_and_growing_trees
forstwirtschaft	forestry/n/science_of_planting_and_growing_trees
fortan	henceforth
fort	away/r/from_a_state_or_condition_of_being
fossil	fossil
fossilie	fossil
fotografie	photography/n/occupation_of_taking_(and_often_printing)_photographs
fotze	muzzle
fouetté	fouetté/n/ballet_move
foyer	foyer
fracht	freight/n/goods
frage	question
fragmentieren	fragment
fragwürdig	questionable/a/of_dubious_respectability_or_morality
fragwürdig	questionably/r/in_a_questionable_manner
franchising	franchise/n/the_establishment,_granting,_or_use_of_a_franchise
francium	francium
fränkisch	franconian
franse	fringe
französische_republik	french_republic/n/country
fratze	look/n/facial_expression
frau	equivalent_to_mr
frau	mistress
frauen	woman
frech	cheeky/a/impudent
fregatte	frigate/n/an_obsolete_type_of_sailing_warship
frei	unconstrained
freiheit	liberty/n/condition_of_being_free
freiheiten	freedom
freiwild	fair_game
fresko	fresco
freudenhaus	brothel
freuen	look_forward/v/to_anticipate_or_expect
freunde	friend
freundlich	benign/a/kind,_gentle,_mild
freund_mit_gewissen_vorzügen	friend_with_benefit/n/friend_with_whom_one_has_a_casual_sexual_relationship
frieren	be_freeze
frikassieren	fricassee
friseur	friseur/n/a_hairdresser
frisieren	cook
fritz	fritz
fromm	godly/a/devoted_to_a_god
fron	slavery
frosch	frog/n/amphibian
froschlaich	frogspawn/n/frogs'_eggs
fruchtbar	fruitful/a/favorable_to_the_growth
fruchtbarkeit	fertility
frucht	crop
frucht	fruit/n/part_of_plant
fruchtlos	fruitless/a/useless
fruchtzucker	fructose/n/monosaccharide_ketose_sugar
fuge	joint
fühlbar	noticeable
führen	redound/v/to_result_in,_contribute_to
fuhrmann	auriga
füllfederhalter	fountain_pen/n/pen_containing_a_reservoir_of_ink
fumarole	fumarole/n/opening_in_the_crust_of_an_astronomical_body_that_emits_steam_and_gases
fundamentalist	fundamentalist
fundbüro	lose_and_find
fünfundfünfzig	fifty-five/n/cardinal_number
fünfundsechzig	sixty-five/n/cardinal_number
funke	spark
funktional	functional/a/having_semantics_defined_purely_in_terms_of_mathematical_functions,_without_side-effects
furchtlos	fearless/a/free_from_fear
für_immer	forever
furnier	veneer/n/thin_covering_of_fine_wood
fürstentum_albanien	principality_of_albania
fußsohlen	sole_of_foot
gabelfrühstück	brunch
gadolinium	gadolinium
gaffen	stare_at_curiously
gala	gala
galle	bile/n/secretion_produced_by_the_liver
gallenblase	gall_bladder
gambisch	gambian/a/of_gambia
gambisch	gambian
gamma	gamma
gang	plate/n/a_course_at_a_meal
ganglion	ganglion/n/cluster_of_interconnecting_nerve_cells_outside_the_brain
garantieren	guarantee
gar	at_all
gar	do/a/(food)_ready,_fully_cooked
gardine	curtain
gärmittel	ferment/n/substance_causing_fermentation
garnele	prawn/n/large_shrimp
garten	garden
gaskammer	gas_chamber/n/a_sealed_chamber_in_which_people_are_executed_with_gas
gastarbeiter	guest_worker
gast	guest/n/patron,_customer
gastroenterologie	gastroenterology/n/the_study_of_the_digestive_system
gay_parade	gay_pride/n/parade
g	seventh_letter_of_german_alphabet
gebäckteig	pastry/n/type_of_dough
gebärmutter	uterus
geb.	gebunden
gebetsmühle	prayer_wheel
gebetsriemen	phylactery/n/small_object_worn_for_its_power
gebiss	set_of_tooth
gebot	bid
gebrechlich	infirm
geburtsort	place_of_birth
geburtsrecht	birthright/n/something_that_is_owed_since_birth,_due_to_inheritance
gebüsch	brush
gedankenexperiment	gedankenexperiment
gedankenstrich	dash
gefährden	compromise
gefährden	endanger
gefährlich	hazardous/a/risky,_dangerous,_with_the_nature_of_a_hazard
gefährte	companion
gefälscht	counterfeit
gefängnis	penitentiary/n/prison
gefängniswärter	jailer/n/one_who_guards_inmates
gefesselt	fascinate
gefreiter	private
gefrierpunkt	freeze_point/n/temperature
gefühllos	callous/a/emotionally_hardened
gegenstück	counterpart/n/either_of_two_parts_that_fit_together,_or_complement_one_another
gegenwärtig	present
gegenwort	opposite
gehässig	hateful
geheim	secret/a/being_or_kept_hidden
geheimdienst	intelligence_agency
geheimschrift	cypher
gehemmt	inhibit
gehorchen	listen_to_reason
gehorsam	obedient
geil	horny
geisha	geisha
geisteszustand	state_of_mind
geizig	penurious
gelbe_karte	yellow_card
gel	gel/n/suspension_of_solid_in_liquid
geldbeutel	wallet
geldbrief	money_order/n/a_type_of_cheque
geldsack	moneybag
geldwechsler	person_or_machine_change_money
gell	or_innit
geloben	vow
gelöst	relax
gemäßigte_zone	temperate_zone
gemein	common
gemeinschaft	collective
gemeinschaft	community
gemischt	mix/a/having_two_or_more_separate_aspects
genau	exactly/r/in_an_exact_manner
gen	gene/n/unit_of_heredity
genealogie	genealogy
generalprobe	dress_rehearsal/n/rehearsal_prior_to_a_public_spectacle,_where_all_the_performers_are_in_costume
genetik	genetics/n/branch_of_biology
genetisch	genetically/r/relating_to_genes
genuin	genuine
geodäte	geodesic
georgetown	georgetown/n/capital_of_guyana
gepäck	luggage/n/traveller's_containers
gera	gera
gerade	straight_line/n/a_line_with_no_curvature
geraum	some_time
gerichtsurkunde	writ
geringfügig	slight/a/insignificant
gerippe	framework
gertrud	cognate_to_english_gertrude
geruch	smell
gerücht	rumor
gerüst	scaffold/n/structure_made_of_scaffolding,_for_workers_to_stand_on_while_working_on_a_building
geschäft	transaction/n/deal_or_business_agreement
gescheckt	checker
geschenk	gift
geschichte	history
geschirr	dish/n/tableware_to_be/being_washed
geschlechtsverkehr	sexual_intercourse/n/sexual_interaction
geschoß	projectile
geschrien	cry
geschrien	scream
geschwätzig	gabby/a/inclined_to_talk_too_much,_especially_about_trivia
geschwind	quickly
geschwindigkeit	speed/n/rate_of_motion
geschwür	abscess
geselle	journeyman
gesetzgebung	legislation
gesprächspartikel	interjection
gestalt	person
geständnis	confession
gestapo	gestapo/n/the_secret_police_of_the_nazi_party_in_the_second_world_war
gestapo	gestapo
gesund	healthy
gesundheit	say_to_somebody_who_have_sneeze
getränk	drink/n/served_beverage
gewalt	authority
gewandt	active/a/quick_in_physical_movement
gewässer	body_of_water/n/significant_accumulation_of_water
gewässer	water
geweih	antler/n/bony_structure_on_the_head_of_deer,_moose_and_elk
gewerkschaft	labor_union/n/association
giebel	gable/n/triangular_area_of_wall
gier	greed/n/selfish_desire_for_more_than_is_needed
gigabyte	gigabyte
gila-krustenechse	gila_monster/n/''heloderma_suspectum''
ginster	broom/n/faboideae_shrub
gipfel	summit
gj	by_extension
glanz	sparkle
glänzen	shine/v/to_reflect_light
glasblasen	glassblowing
glasbläser	glassblower/n/person_skilled_in_the_art_of_glassblowing
glatzkopf	baldie/n/somebody_bald
glauben	believe
gleich	equal/a/unvarying,_fair
gleich	identical
gleich	same/a/similar,_alike
gleich	simultaneously
gleichmütig	equanimous/a/calm_and_composed
gleichnis	simile
gleichschritt	cadence/n/dance_move
gleichwertig	equivalent/a/similar_or_identical_in_value
gleichwertigkeit	equivalence/n/the_condition_of_being_equivalent
gletscher	glacier
glied	limb
glied	member
glied	penis
gliederung	structure
global	global/a/of_a_variable,_in_computing
glockenblume	bellflower/n/plant_of_genus_''campanula''
glockengiebel	bell-gable/n/an_architectural_element
glossar	glossary
glotzen	stare
glücklich	happy/a/fortunate
glücksspiel	gamble
glühend	fervent
glukose	glucose/n/simple_monosaccharide_sugar
glutamin	glutamine/n/nonessential_amino_acid
gnade	grace/n/free_and_undeserved_favour,_especially_of_god
go	go
goldmine	gold_mine/n/mine_for_gold
goldrausch	gold_rush
gönnen	allow
good_samaritan_law	redirectgood_samaritan_law
googol	googol/n/1_followed_by_100_zeros
gottes	genitive_of_gott
grammatik	grammar/n/rules_for_speaking_and_writing_a_language
grand_canyon	grand_canyon/n/large_national_park_and_gorge
granit	granite
grappa	grappa
gras	marijuana
grauenhaft	atrocious/a/evil,_cruel
grauenhaft	gruesome
grausen	horror
graviton	graviton
grell	violent/a/intensely_vivid
grenze	frontier
gretel	gretel
griebe	crackle
griffbrett	fingerboard/n/part_of_musical_instrument
griffel	stylus
grimassen_schneiden	grimace/v/to_make_grimaces
grimoire	grimoire/n/book_of_instructions_in_the_use_of_magic
grogram	grogram
grommet	grommet/n/reinforced_eyelet,_or_a_small_metal_or_plastic_ring
groß	large/a/of_greater_size
große_walachei	muntenia/n/muntenia
großherzog	duke/n/grand_duke
großmaul	loudmouth
größtenteils	mostly
grufti	goth/n/person_who_is_part_of_the_goth_subculture
grund	earth/n/the_ground,_land
gründen	find
grundkraft	fundamental_interaction/n/basic_forces_that_act_between_elementary_particles
gründlich	thoroughly/r/in_a_thorough_or_complete_manner
gründonnerstag	maundy_thursday
grundstein	cornerstone
grünspan	copper_acetate
gruppe	cluster/n/chord_of_three_or_more_notes
gruppensex	group_sex/n/sexual_practice
grütze	food_of_coarsely_grind_cereal_grain
gültig	valid
gummi	gum
gummi	rubber/n/pliable_material_derived_from_the_sap_of_the_rubber_tree
gummiknüppel	truncheon
gurke	gherkin
gurren	coo/v/make_a_soft_murmuring_sound,_as_a_pigeon
gürteltier	armadillo
gut	good
gute_besserung	phrase_indicate_hope_that_listener_recover_from_physical_illness
güte	goodness
gute_fee	fairy_godmother/n/benevolent_magical_female
gütergemeinschaft	community_property
gyroskop	gyroscope
haar	hair
habicht	hawk/n/predatory_bird
haft	imprisonment
hahn	rooster/n/male_domestic_fowl
hahnrei	cuckold
haiku	haiku/n/japanese_poem_of_a_specific_form
haken	catch
halbkreis	semicircle
halbkugel	half_of_any_sphere
hallenbad	indoor_public_swim_pool
halsabschneider	cutthroat
halsbandpekari	collar_peccary/n/mammal
hämatologie	haematology/n/scientific_study_of_blood_and_blood-producing_organs
hamburger	pertain_to_hamburg
hamilton-pfad	hamiltonian_path/n/path_which_visits_each_vertex_exactly_once
hammer	hammer
hammerwerfen	hammer_throw
hampelmann	person_who_be_weak_of_will_and_easily_influence
handball	handball
hand	hand
handeln	act
handeln	act/v/to_do_something
handeln	be_about
handelsmarine	merchant_navy/n/civilian_naval_fleet
handlanger	handyman
handschellen	manacle/n/a_shackle_restricting_free_movement_of_the_hands
handschrift	handwrite/n/the_characteristic_writing_of_a_particular_person
